10.00   1.0191  3.5718   1.0037 .74974993E-01 .39204497E+00 1.656662e+00 .39121321E+01 .10388546E+02 .27442691E+02 .61040830E+02 .74925113E+02 1.0541152     0.03322   4.138  -2.012
10.00   1.0151  3.5665   0.9218 .76479633E-01 .39108100E+00 1.662413e+00 .40152544E+01 .11733893E+02 .31417540E+02 .71231062E+02 .88128584E+02 1.0541410     0.03704   4.311  -2.159
10.00   1.0107  3.5607   0.8397 .75484170E-01 .37065396E+00 1.585705e+00 .39326297E+01 .12718652E+02 .35569210E+02 .82379885E+02 .10285132E+03 1.0541643     0.04123   4.530  -2.302
10.00   1.0049  3.5537   0.7471 .69685630E-01 .32145153E+00 1.385725e+00 .35588560E+01 .12939499E+02 .41004679E+02 .96713744E+02 .12230293E+03 1.0541875     0.04675   4.864  -2.457
10.00   0.9993  3.5492   0.6720 .68647237E-01 .30290990E+00 1.311638e+00 .34525944E+01 .13487716E+02 .47463177E+02 .11229157E+03 .14337786E+03 1.0542055     0.05208   5.097  -2.594
10.00   0.9923  3.5414   0.5834 .61387810E-01 .25044174E+00 1.085536e+00 .29984026E+01 .13162781E+02 .55402406E+02 .13176542E+03 .17103721E+03 1.0542237     0.05874   5.494  -2.730
10.00   0.9847  3.5371   0.5069 .61815883E-01 .23919609E+00 1.033955e+00 .29447657E+01 .13712577E+02 .63617370E+02 .15173626E+03 .19873206E+03 1.0542391     0.06596   5.709  -2.870
10.00   0.9751  3.5311   0.4192 .60859713E-01 .21555813E+00 9.255810e-01 .27697052E+01 .13889616E+02 .73695506E+02 .17646790E+03 .23399543E+03 1.0542547     0.07508   6.007  -3.018
10.00   0.9650  3.5246   0.3373 .58889248E-01 .18765523E+00 7.976256e-01 .24939121E+01 .13657602E+02 .83632482E+02 .20110684E+03 .27020634E+03 1.0542675     0.08467   6.325  -3.147
10.00   0.9524  3.5179   0.2490 .58177729E-01 .16576332E+00 6.897673e-01 .22549549E+01 .13503611E+02 .95641825E+02 .23096951E+03 .31451225E+03 1.0542805     0.09664   6.647  -3.286
10.00   0.9396  3.5119   0.1695 .58328777E-01 .14886701E+00 6.061340e-01 .20610260E+01 .13355308E+02 .10755360E+03 .26071667E+03 .35923852E+03 1.0542908     0.10878   6.932  -3.410
10.00   0.9238  3.5055   0.0851 .58274037E-01 .13146747E+00 5.274419e-01 .18691729E+01 .13159647E+02 .12130073E+03 .29520838E+03 .41184941E+03 1.0543011     0.12378   7.231  -3.539
10.00   0.9091  3.4983   0.0046 .56537519E-01 .10971857E+00 4.387382e-01 .16276893E+01 .12562155E+02 .13447377E+03 .32870731E+03 .46493794E+03 1.0543089     0.13773   7.563  -3.651
10.00   0.8975  3.6631   2.3820 .48484969E-01 .13179813E+00 3.653769e-01 .62074644E+00 .99158369E+00 .19098847E+01 .31959397E+01 .35597996E+01 1.0543140     0.14874   2.472   0.659
10.00   0.8976  3.4947  -0.0408 .56257322E-01 .10087997E+00 4.035374e-01 .15313427E+01 .12373073E+02 .14253328E+03 .34916405E+03 .49724008E+03 1.0543140     0.14864   7.727  -3.714
10.00   0.8974  3.6596   2.3303 .49034047E-01 .13825998E+00 3.906954e-01 .67075213E+00 .10810150E+01 .20995101E+01 .35469028E+01 .39614791E+01 1.0544122     0.14891   2.515   0.565
