  4092.05  0.10 -1.42	87.78  0.25 11  4092.05  0.10 -1.42  0.25  3891.  0.73 -1.39  87.78  0.22 M13_B-786	   m0935V ..................................NGC6205_SAV B786...RG AE:TGFA  ............................................................  4170.00  0.72 -1.39 m0922  3891.  0.62 -1.39 1   C 041
  4298.09  0.15 -1.67	82.62  0.60  1  4298.09  0.15 -1.67  0.60  4093.  0.75 -1.34  82.62  0.45 M3_III-28	   m0924V ..................................NGC5272_S_I-III-28.RG AE:TGFA Baili19 mean=-1.391 AE mean,med(-1.56,-1.51).................  4374.00  0.99 -1.34 m0977  4093.  0.73 -1.34 2   C 044
  4514.34  0.60 -1.49	57.47  0.56  1  4514.34  0.60 -1.49  0.56  4367.  1.27 -1.34  57.47  0.30 M3_IV-25	   m0923V ..................................NGC5272_S_I-IV-25..RG AE:TGFA Baili19 mean=-1.391 AE mean,med(-1.56,-1.51).................  4525.00  1.28 -1.34 m0978  4367.  1.21 -1.34 2   C 045
  6748.00  2.51 -1.19	49.53  0.50  0  6108.17  2.10 -1.46  0.02  6748.  2.51 -1.19  49.53  0.50 M4_LEE-2303	   m0933V ..................................NGC6121_LEE_2303..... MI:TGFA lab0.........................................................  6748.00  2.51 -1.19 m0979  6190.  2.75 -1.19 1   C
  5974.00  2.44 -1.11	17.07  0.52  0  5770.73  0.13 -1.83  0.50  5974.  2.44 -1.11  17.07  0.52 M5_II-76	   m0928V ..................................NGC5904_II-76......HB MI:TGFA Baili19 mean=-1.295 AE mean,med(-1.06,-1.16)lab0 T<4.2K	 5974.00  2.44 -1.11 m0925  5974.  2.70 -1.11 1   C 049
  4031.00  0.65 -1.11	67.89  0.40  1  4090.47  0.79 -1.16  0.01  4031.  0.65 -1.11  67.89  0.40 M5_III-03	   m0926V ..................................NGC5904_III-03.....RG MI:TGFA Baili19 mean=-1.295 AE mean,med(-1.06,-1.16) T<4.2K..........  4266.00  0.94 -1.11 m0926  4031.  0.66 -1.11 2   C 050
  4113.00  0.87 -1.11	67.04  0.29  1  4162.82  0.67 -0.96  0.18  4113.  0.87 -1.11  67.04  0.29 M5_IV-19	   m0930V ..................................NGC5904_IV-19......RG MI:TGFA Baili19 mean=-1.295 AE mean,med(-1.06,-1.16) T<4.2K..........  4278.00  1.07 -1.11 m0927  4113.  0.84 -1.11 2   C 051
  4840.00  2.35 -0.84	24.23  0.10  1  4742.33  2.23 -0.34  0.10  4840.  2.35 -0.84  24.23  0.48 M71_A2	   m0966V ..................................NGC6838_AH_A.......HB MI:TGF AE:A Baili19mean=-.74mean,med(-0.58,-0.51) assA...............  4679.00  2.21 -0.84 m0952  4840.  2.37 -0.80 2   C 097
  4247.00  1.45 -0.84	66.88  0.26  1  4184.13  1.19 -0.67  0.26  4247.  1.45 -0.84  66.88  0.46 M71_AH-S	   m0969V ..................................NGC6838_AH_S.......RG MI:TGF AE:A Baili19mean=-.74mean,med(-0.58,-0.51)....................  4214.00  1.19 -0.84 m0955  4247.  1.39 -0.80 2   C 104
  5014.00  2.36 -0.84	10.00  0.38  0  5302.00  0.94 -0.26  0.38  5014.  2.36 -0.84  10.00  0.30 M71_KC-169	   m0965V ...NGC6838_KC_169...................................... MI:TGF AE:A Baili19mean=-.74mean,med(-.58,-.51)DOWN_SN(28.3)contdiff.  5083.00  2.22 -0.84 m0958  5014.  2.44 -0.80 1   C 109
  4883.00  2.61 -0.84	10.00  0.58  1  5272.19  3.74 -0.48  0.58  4883.  2.61 -0.84  10.00  0.48 M71_KC-263	   m0952V ..................................NGC6838_KC_263....... MI:TGF AE:A Baili19mean=-.74mean,med(-.58,-.51)DOWN_SN(23.77)Contdif.  4157.00  1.40 -0.84 m0959  4883.  2.66 -0.80 1   C 110
  5130.29  1.58 -2.03  270.05  0.44  1  5130.29  1.58 -2.03  0.44  5082.  2.41 -1.93 270.05  0.38 HD218857	   m0863V ...............................G5/8w(a)..........Pec AE:TGFA (G low)  ....................................................  Pe* 23 11 24.5948299440 -16 15 04.026507912 -50.883 -95.475      2.8529	 -169.40     9.60      9.0	      ~ 	~    7.397     6.991	 6.873   G5/8w(a)	      
  4522.67  4.57 -1.07  151.25  0.58  1  4522.67  4.57 -1.07  0.58  4594.  4.67 -1.09 151.25  0.49 HD108564	   m0442V ...............NSV 05636  9.45.K2V.................. AE:TGFA.................................................V  9.45  0.00  PM* 12 28 19.1204752529 -16 54 39.777541659 -558.284 45.113      36.6766    111.214    10.43     9.502	 9.676  	~    7.554     6.994	 6.896   K5Vmetalweak	      
  5738.68  3.62 -1.43  202.40  0.49  1  5738.68  3.62 -1.43  0.49  5545.  3.72 -1.60 202.40  0.48 HD132475	   m0534V ...............NSV 06876 -0.17.F6V.................. AE:TGFA.................................................V  8.49  8.66  PM* 14 59 49.7651173448 -22 00 45.815162806 -558.393 -500.762    10.6709    176.24     9.11      8.55	      ~ 	~    7.327     6.996	 6.912   F5/6V  	      
  5000.10  1.73 -0.40  187.69 -0.06  1  5000.10  1.73 -0.40 -0.06 99999.  9.99  9.99 999.99  9.99 BD+25_2555	   m1003V ...............................G7................... AE:TGFA  ............................................................  Em* 12 44 23.2490618184 +24 45 26.704149948 -83.452 -19.946      2.1786	  -79.870    10.06     9.2	      ~ 	~    7.476     7.01	 6.892   G7		      
  6268.63  3.74 -1.71  234.25  0.41  1  6268.63  3.74 -1.71  0.41  6030.  3.76 -1.84 234.25  0.34 HD218502	   m0860V ...............................F3w.................. AE:TGFA  ............................................................  PM* 23 08 39.3724933569 -15 03 11.944919751 104.948 -286.280     13.4395    -29.53     8.65      8.25	      ~ 	~    7.265     7.020	 6.972   F(3)w  	      
  5271.35  1.97 -2.54  249.92  0.52  1  5271.35  1.97 -2.54  0.52  5039.  2.42 -2.55 249.92  0.60 BD+23_3130	   m0633V ...............................G0III.............Pec AE:TGFA  ............................................................  Pe* 17 32 41.6247211304 +23 44 11.625460773 -332.740 -88.094     3.4089	 -283.38	  ~    8.9	 8.6		~    7.420     7.026	 6.952   G0III  	      
