# NAME         ADOPTED                  XSL                   NGSL
X0001V    4723  2.03 -0.04 100.0  4723  2.03 -0.04      0     0  0.00  0.00            RCrBV* # XSL
X0129V    4737  2.64  0.07 100.0  4737  2.64  0.07      0     0  0.00  0.00              Star # XSL
X0302V    4740  2.51 -0.08 100.0  4740  2.51 -0.08      0     0  0.00  0.00              Star # XSL
X0013V    4747  1.43 -1.27 100.0  4747  1.43 -1.27      0     0  0.00  0.00          ChemPec* # XSL
X0103V    4753  2.76  0.20 100.0  4753  2.76  0.20      0     0  0.00  0.00              Star # XSL
X0058V    4773  1.48 -1.21 100.0  4756  1.41 -1.26      0     0  0.00  0.00              AGB* # SB
X0167V    4758  1.76  0.02 100.0  4758  1.76  0.02      0     0  0.00  0.00              Star # XSL (AE: Teff 4758, Fe/H=0.02) 
X0642V    4759  2.93 -0.46 100.0  4759  2.93 -0.46      0     0  0.00  0.00              Star # XSL  
X0388V    4867  4.59  0.32 100.0  4761  4.50  0.17      0     0  0.00  0.00           HighPM* # SB
X0198V    4778  2.63  0.14 100.0  4778  2.63  0.14      0     0  0.00  0.00              Star # XSL
X0320V    4781  2.36 -0.01 100.0  4781  2.36 -0.01      0     0  0.00  0.00              Star # XSL
X0193V    4792  2.64  0.02 100.0  4792  2.64  0.02      0     0  0.00  0.00              Star # XSL
X0430V    4801  4.60 -1.79 100.0  4801  4.60 -1.79      0     0  0.00  0.00           HighPM* # XSL
X0116V    4805  2.69  0.09 100.0  4805  2.69  0.09 ng091V  4798  2.61  0.13           HighPM* # XSL (more consistent to NGSL than SB)
X0152V    4918  3.61  0.17 100.0  4808  3.59 -0.01      0     0  0.00  0.00           HighPM* # SB 
X0364V    4818  4.63  0.07 100.0  4818  4.63  0.07      0     0  0.00  0.00           HighPM* # XSL (SB logg a bit low)
X0054V    4825  1.86 -0.24 100.0  4825  1.86 -0.24      0     0  0.00  0.00              Star # XSL (SB from 2008 paper)
X0178V    5021  3.32  0.11 100.0  4837  3.19 -0.03      0     0  0.00  0.00           HighPM* # SB 
X0336V    4846  2.13  0.09 100.0  4846  2.13  0.09      0     0  0.00  0.00              Star # XSL 
X0366V    5084  2.18 -1.75  10.0  4850  1.75 -1.75      0     0  0.00  0.00               SB* # KARINKUZHI2021A&A...645A..61K, Spec. Bin. (DECREASED S/N)  
X0100V    4899  2.21 -1.61 100.0  4873  2.00 -1.69 ng073V  4807  2.55 -1.51           HighPM* # SB
X0005V    4879  1.54 -1.55 100.0  4879  1.54 -1.55      0     0  0.00  0.00              RGB* # XSL 
X0363V    4880  2.74  0.05 100.0  4880  2.74  0.05      0     0  0.00  0.00           HighPM* # XSL
X0281V    4912  4.51  0.00  10.0  4926  4.68  0.02      0     0  0.00  0.00               SB* # SB, Spec. Bin. (DECREASED S/N) 
X0173V    4928  2.43 -0.69 100.0  4928  2.43 -0.69      0     0  0.00  0.00           HighPM* # XSL
X0288V    4928  2.61  0.00 100.0  4928  2.61  0.00      0     0  0.00  0.00              Star # XSL
X0312V    4931  1.69 -0.05 100.0  4931  1.69 -0.05      0     0  0.00  0.00              Star # XSL
X0024V    4792  1.86 -2.27 100.0  4941  2.17 -2.06      0     0  0.00  0.00          ChemPec* # SB 
X0346V    4962  1.82 -0.04  10.0  4962  1.82 -0.04      0     0  0.00  0.00               SB* # XSL, Spec. Bin. (DECREASED S/N) 
X0332V    4977  2.74  0.08 100.0  4977  2.74  0.08      0     0  0.00  0.00              Star # XSL
X0382V    5006  2.97  0.16 100.0  5006  2.97  0.16      0     0  0.00  0.00              Star # XSL
X0325V    5026  2.54 -0.08 100.0  5026  2.54 -0.08      0     0  0.00  0.00              Star # XSL
X0240V    5043  2.66 -1.23 100.0  5039  2.66 -1.34 ng216V  5014  3.22 -1.21              RGB* # SB (very similar to XSL, better than NGSL) 
X0176V    5040  2.64 -0.09 100.0  5040  2.64 -0.09      0     0  0.00  0.00              Star # XSL
X0243V    5062  1.95 -1.06 100.0  5062  1.95 -1.06 ng219V  4972  2.53 -1.08           HighPM* # XSL (SB: 5274  2.36 -0.82, better XSL)
X0162V    5063  2.45 -0.09 100.0  5063  2.45 -0.09      0     0  0.00  0.00              Star # XSL
X0014V    5084  1.99 -1.87 100.0  5084  1.99 -1.87      0     0  0.00  0.00          ChemPec* # XSL
X0403V    5092  2.74 -2.69 100.0  5092  2.74 -2.69      0     0  0.00  0.00          ChemPec* # XSL
X0145V    5125  2.27 -0.01 100.0  5125  2.27 -0.01      0     0  0.00  0.00              Star # XSL
X0180V    5127  2.38  0.03 100.0  5127  2.38  0.03      0     0  0.00  0.00              Star # XSL
X0352V    5127  2.80 -0.26 100.0  5127  2.80 -0.26      0     0  0.00  0.00              Star # XSL
X0188V    5132  2.59 -0.04 100.0  5132  2.59 -0.04      0     0  0.00  0.00                ** # XSL
X0045V    5163  1.96 -1.54 100.0  5163  1.96 -1.54 ng019V  5075  2.86 -1.44          ChemPec* # XSL (NGSL logg too high compared to lit.)
X0055V    5200  1.00 -1.77 100.0  5200  1.00 -1.77      0     0  0.00  0.00          Type2Cep # XSL (large scatter in the lit.)
X0353V    5206  2.55 -0.07 100.0  5206  2.55 -0.07      0     0  0.00  0.00              Star # XSL (SB logg a bit low)
X0316V    5268  0.95  0.22 100.0  5268  0.95  0.22      0     0  0.00  0.00              Star # XSL 
X0303V    5274  1.39 -1.36 100.0  5274  1.39 -1.36      0     0  0.00  0.00           RVTauV* # XSL
X0168V    5280  2.20  0.01 100.0  5280  2.20  0.01      0     0  0.00  0.00              Star # XSL
X0375V    5302  4.57  0.13 100.0  5302  4.57  0.13      0     0  0.00  0.00           HighPM* # XSL
