m0004V  6779.00  3.87  0.21    6380.00  3.01  0.30   399.00  0.86  0.00 HD000004......AE F low, SO too old
m0088V  6521.30  4.03 -0.31    6356.00  3.92 -0.27   165.30  0.00  0.00 HD015798......AE OK
m0093V  5889.98  4.47 -0.89    5746.00  3.96 -0.66   143.98  0.51  0.23 HD016784......AE F bit low but OK
m0114V  4399.91  2.32  0.02    4364.00  1.82  0.04     0.00  0.50  0.00 HD020893......AE OK
m0130V  4278.73  1.74 -0.42    4316.00  1.30 -0.90     0.00  0.44  0.48 HD023841......SIMB FEW SCATTERED MEASURES (was:assA DOWN_SN(164.90))
m0167V  4367.00  1.41  0.08    4246.00  1.53  0.04   121.00  0.00  0.00 HD031767......LU:TGF MI:A AE F low Luck+2014,AJ,147,137...............V  4.45  4.49
m0219V  4047.53  1.46 -0.60    4308.00  1.00 -0.70   260.47  0.46  0.00 HD044030......(SO based on old paper)
m0226V  5999.80  0.72 -1.42    6000.00  0.40 -1.64     0.00  0.00  0.22 HD046703......AE:TGFA (was:assA DOWN_SN(183.20))......................V  9.00  9.12
m0240V  5774.73  1.05  0.47    5569.00  1.79  0.17   205.73 -0.74  0.30 HD052973......SO G high, Ceph better keep G low
m0265V  6553.00  3.67  0.29    6426.00  3.21  0.44   127.00  0.46  0.00 HD061064......AR:TGF AE:A AE F low Scatter/old/few measures...........V  5.13 -0.01
m0276V  4264.00  0.12  0.12    4500.00  0.20  0.17  -236.00  0.00 -0.05 HD063302......SO based on few/old measures
m0280V  5571.73  4.90 -1.67    5420.00  4.57 -1.71   151.73  0.00  0.00 HD064090......AE:TGFA scatter few measures
m0300V  3921.00  1.46 -0.06    4120.00  1.82 -0.14   199.00  0.00  0.00 HD070272......SH:TGF MI:A..(SO: T high)
m0302V  4543.73  2.72  0.05    4525.00  2.05 -0.05     0.00  0.67  0.00 HD072184......AE OK
m0320V  5324.33  4.42 -0.31    5442.00  4.40 -0.12     0.00  0.00  0.19 HD075318......AE:TGFA AE F low DOWN_SN:228.00 (was:assA)
m0329V  5869.00  4.09 -1.60    5865.00  4.05 -2.01     0.00  0.00  0.41 BD-03_2525....(AE F diff Simb)  SO old F high Few *
m0338V  4870.52  1.98  0.00    4900.00  2.00  0.24     0.00  0.00  0.24 HD078732......AE:TGFA SO old/few measures
m0358V  4167.00  1.41 -0.85    4308.00  1.00 -1.30   141.00  0.41  0.45 HD083632......SH:TGF MI:A AE F high, SO T high old Scatter
m0360V  4875.00  2.36  0.12    4710.00  2.77  0.02   165.00  0.41  0.00 HD083506......SH:TGF AE:A AE TGF high SO old/few measures
