m0004V  6779.00  3.87  0.21    6380.00  3.01  0.30   399.00  0.86  0.00 HD000004......AE F low, SO too old
m0388V  4076.00  4.70 -0.26    4398.00  3.45 -0.70   322.00  1.25  0.44 HD237903......SO TFG not reliable
m0393V  5363.06  2.20 -0.95    5250.00  1.80 -1.10     0.00  0.40  0.00 HD093487......AE:TGFA AE OK, SO old
m0394V  6100.75  4.42 -1.52    5967.00  4.19 -1.45   133.75  0.00  0.00 HD094028......AE:TGFA AE OK
m0406V  6421.63  4.32 -0.66    6203.00  4.03 -0.44   218.63  0.00  0.22 HD097855......(AE TG high) Few, but scattered measures
m0410V  4970.00  4.49 -0.59    4972.00  4.37 -0.83     0.00  0.00  0.24 HD233832......PR:TGF MI:A  .................................Na_RESCUE
m0455V  4449.33  2.52  0.15    4398.00  1.91  0.22     0.00  0.61  0.00 HD112127......AE OK scatter SH:4384 2.46 0.22 DOWN_SN:200.95
m0472V  4269.81  2.70 -0.36    4408.00  4.50 -0.20   138.19  1.80  0.00 HD116544......AE GF low SO old measure
m0479V  6391.00  4.19 -0.46    6243.00  4.13 -0.55   148.00  0.00  0.00 HD118244......SB AE:TGFA AE OK SO old AE T high F low. DOWN_SN:204.95
m0498V  5085.90  2.58  0.50    4900.00  2.60  0.04   185.90  0.00  0.46 HD123821......C AE:TGFA (was:assA DOWN_SN(147.65))Strong absorp.blue) SO old/unique
m0520V  4625.00  4.62 -0.21    4570.00  4.50  0.06     0.00  0.00  0.27 CD-26_10417...SH:TGF AE:A (F too low was: assA) TOO SCATTER.Na_RESCUE
m0521V  5763.00  3.50 -0.97    5735.00  3.00 -0.92     0.00  0.50  0.00 HD128959......MI:TGFA AE TF high SO G low
m0531V  3541.00  4.72 -0.14    4077.00  5.00 -0.05  -536.00  0.00 -0.09 HD131976......SO based on Luck, which is very different
m0566V  4985.75  2.57 -0.42    5080.00  2.93 -0.32     0.00  0.36  0.00 HD139446......AE:TGFA AE F low but OK SO G high old
m0580V  4354.00  4.27 -0.11    4250.00  3.50  0.10     0.00  0.77  0.21 CD-22_11298...JO:TGFA Jonsson+20,AJ,160,120.DOWN_SN(114.43).TiORESCUE
m0600V  4245.85  0.91 -1.10    4224.00  0.32 -0.92     0.00  0.59  0.00 HD148897......SO G low
m0612V  4980.94  4.38 -0.16    5133.00  4.26 -0.02   152.06  0.00  0.00 HD150281......AE:TGFA scatter few measures
m0615V  3987.00  1.52 -0.03    4276.00  1.66 -0.11   289.00  0.00  0.00 HD151217......(AE F low) (SO T high)
m0623V  6453.81  3.83 -0.21    6461.00  4.05 -0.02     0.00  0.00  0.19 HD155078......AE:TGFA scattered measures
m0633V  5271.35  1.97 -2.54    5063.00  2.31 -2.60   208.35  0.00  0.00 BD+23_3130....(SO T bit low, scattered measures)
m0636V  5860.32  4.26 -0.64    5727.00  4.31 -0.78   133.32  0.00  0.00 HD159482......AE:TGFA AE OK
m0697V  4499.99  1.28 -1.06    4484.00  0.00 -0.55     0.00  1.28  0.51 HD173819......Down_SN(320.10).(Too varying pars in simb)......V  4.20  8.60
m0784V  3977.00  0.79  0.10    4048.00  1.20 -0.32     0.00  0.41  0.42 HD200905......SH:TGF AE:A AE F low DOWN_SN:266.45 Scatter
m0791V  5780.52  4.33 -0.76    5642.00  4.04 -0.81   138.52  0.00  0.00 HD201889......AE:TGFA AE T high AE OK
m0792V  4959.78  1.79  0.05    4953.00  2.34 -0.03     0.00  0.55  0.00 HD202109......AE OK DOWN_SN(261.70) Blue strong absorp G8+III-IIIaBa0.5
m0827V  4286.00  0.65  0.11    4151.00  0.77  0.07   135.00  0.00  0.00 HD210745......SB SH:TGF AE:A AE F low G high Few *
m0861V  5771.16  3.55  0.14    5640.00  3.62  0.27   131.16  0.00  0.00 HD218640......SB AE:TGFA DOWN_SN:215.95 (was:Bump 4000A)
m0874V  4238.72  1.44 -0.56    4288.00  1.87 -0.66     0.00  0.43  0.00 HD220009......AE:TGFA AE OK G low (was: DOWN_SN(192.05))
m0881V  4565.85  3.41  0.21    4607.00  2.81  0.21     0.00  0.60  0.00 HD221148......AE OK similar to Luck+17
m0883V  6437.24  4.00 -0.67    6250.00  3.66 -0.78   187.24  0.00  0.00 HD221377......Too scatter, roughly ok
m0893V  4512.21  2.32 -0.05    4642.00  2.73  0.10   129.79  0.41  0.00 HD223524......AE G bit low but OK
m0908V  6533.98  4.41 -0.02    6339.00  4.50  0.12   194.98  0.00  0.00 HD028483......AE OK
m0913V  6108.00  4.30  0.13    5944.00  4.30  0.17   164.00  0.00  0.00 HD030676......SB MI:TGF AE:A DOWN_SN:258.60 was:T high
m0924V  4298.09  0.15 -1.67    4155.00  0.64 -1.57   143.09  0.49  0.00 M3_III-28.....AE:TGFA Baili19 mean=-1.391 AE mean,med(-1.56,-1.51)
m0968V  4332.00  1.45 -0.84    4271.00  0.90  0.20     0.00  0.55  1.04 M71_1-78......MI:TGF AE:A Baili19mean=-.74mean,med(-0.58,-0.51) assA
m0975V  4538.00  2.30  0.01    4345.00  2.20  0.15   193.00  0.00  0.00 NGC7789_353...SO:TGF MI:A AE mean,med(-0.35,-0.35) simbad mean,med(-0.01,-0.01)
m1003V  5000.10  1.73 -0.40    5014.00  2.80 -0.43     0.00  1.07  0.00 BD+25_2555....(SO one old)   
m1004V  4867.80  4.69 -0.87    4660.00  4.20 -0.60   207.80  0.49  0.00 BD+33_4707....SO G low wrt T
m1052V  4134.60  1.30 -0.40    4210.00  2.21 -0.32     0.00  0.91  0.00 HD031539......SO old/unique measure
m1060V  4790.10  2.81  0.19    4657.00  2.47  0.26   133.10  0.00  0.00 HD042341......AE:TGFA AE OK
m1072V  4848.00  2.91 -0.28    4774.00  2.55 -0.65     0.00  0.36  0.37 HD064967......HOJJATPANAH,S.+2019A&A,629A,80(AE Glow Fhig)
m1081V  5878.70  4.39 -0.39    5737.00  4.46 -0.55   141.70  0.00  0.00 HD085902......SB AE:TGFA SO old/few measures DOWN_SN:259.37
m1129V  6134.40  3.75  0.14    5985.00  3.77  0.04   149.40  0.00  0.00 HD157467......AE:TGFA AE OK scatter/few values
m1136V  4966.80  1.69 -0.43    4859.00  2.50 -0.62     0.00  0.81  0.19 HD166578......(SO based on old measure)
m1167V  4905.60  2.56 -0.10    4792.00  2.40 -0.29     0.00  0.00  0.19 HD195330......AE:TGFA AE OK few measures
m1173V  6341.60  3.87 -0.23    6403.00  4.23 -0.30     0.00  0.36  0.00 HD198390......AE G bit low
m1184V  4796.60  2.48 -0.13    4936.00  2.53 -0.21   139.40  0.00  0.00 HD212320......SB AE:TGFA SO old/few measures DOWN_SN:204.00
m1193V  5522.80  4.39 -0.47    5443.00  4.55 -0.74     0.00  0.00  0.27 HD216179......AE F low SO too old
m1321V  3958.00  4.60 -0.08    4098.00  4.82  0.14   140.00  0.00  0.22 HD217357......AR:TGF A:As  G tested 
