#ID    T_XSL  gXSL  fXSL  T_SB  g_SB  f_SB  TL17  gL17  fL17  TL18  gL18  fL18  T_MA  g_MA  f_MA  TL14  gL14  fL14    T_JO  g_JO  f_JO  T_KU  g_KU  f_KU N_LI   T_LI   sigT  g_LI sigg   f_LI  sigf   NGSL TNGSL gNGSL fNGSL             SP_TYPE                  Simbad_NAME     
X0467V  3752  0.95 -0.37     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0.0  0.00  0.00     0  0.00  0.00   4  3752.0    8.9  0.95 0.13 -0.370 0.013      0     0  0.00  0.00                   M1              LongPeriodV*               SHV 0529355-694037
X0440V  3777  0.80 -0.71     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0.0  0.00  0.00     0  0.00  0.00   2  3854.0  113.5  0.40 0.59 -0.860 0.221      0     0  0.00  0.00                 M0Ia                     RedSG                         PMMR 101
X0049V  3810  0.68 -1.22     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00  3830.5  0.30 -1.30     0  0.00  0.00   5  3895.0  133.7  0.48 0.54 -1.312 0.243      0     0  0.00  0.00                    ~                      RGB*      Cl* NGC  288    ALC     260
X0063V  3813  1.59 -0.44     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00  3927.5  1.12 -0.35     0  0.00  0.00   6  3927.0   91.1  1.12 0.25 -0.354 0.057      0     0  0.00  0.00                   M2                      RGB*                        [B86]  78
X0062V  3817  1.56 -0.20     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00  3929.9  1.21 -0.08     0  0.00  0.00   3  3929.0   82.5  1.26 0.24 -0.080 0.088      0     0  0.00  0.00                   M3                      RGB*                        [B86] 120
X0437V  3825  0.34 -0.05     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0.0  0.00  0.00     0  0.00  0.00   3  3825.0   88.0  0.34 0.14 -0.050 0.512      0     0  0.00  0.00           M2.5Ia-Iab                     RedSG                     SV* HV 11088
X0053V  3827  1.09 -0.51     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0.0  0.00  0.00     0  0.00  0.00   4  3827.0    0.6  1.09 0.02 -0.530 0.017      0     0  0.00  0.00                   M1                      Star      Cl* NGC 1978     LE       9
X0424V  3827  0.68 -0.52     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0.0  0.00  0.00     0  0.00  0.00   1  3827.0    0.0  0.68 0.00 -0.520 0.000      0     0  0.00  0.00                    ~              LongPeriodV*        ISO-MCMS J004950.3-731116
X0043V  3836  0.24  0.13     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0.0  0.00  0.00     0  0.00  0.00   1  3836.0    0.0  0.24 0.00  0.130 0.000      0     0  0.00  0.00                 M0Ib                     RedSG                      V* V910 Cen
X0435V  3841 -0.02 -0.02     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0  0.00  0.00     0.0  0.00  0.00     0  0.00  0.00   1  3841.0    0.0 -0.02 0.00 -0.020 0.000      0     0  0.00  0.00                 M3Ia                     RedSG                     SV* HV  2674
