m0266V   5043.0   2.85  -0.93   272.5  0.270  0.270   1
m0273V   4982.0   2.73  -0.02   300.5  0.030  0.030   1
m0281V   4704.0   1.74  -1.69   196.6  0.440  0.440   1
m0286V   4995.0   2.63   0.10   291.1  0.040  0.040   1
m0303V   4768.0   2.05  -0.03   262.5  0.080  0.080   1
m0307V   4987.0   2.64  -0.48   165.0  0.160  0.160   1
m0308V   4961.0   2.54   0.19   254.2  0.050  0.050   1
m0338V   4900.0   2.00   0.24   331.2  0.110  0.110   1
m0351V   4941.0   2.78   0.22   255.9  0.050  0.050   1
m0410V   4972.0   4.37  -0.83   160.8  0.580  0.580   1
m0411V   4899.0   2.27   0.10   229.8  0.120  0.120   1
m0414V   4980.0   2.00  -0.43   135.1  0.570  0.570   1
m0435V   5023.0   3.40  -0.76   128.8  0.410  0.410   1
m0469V   5065.0   2.69   0.02    10.0  0.010  0.010   1
m0475V   5226.0   4.21  -0.40    10.0  0.520  0.520   1
m0509V   5013.0   2.85   0.10   146.6  0.080  0.080   1
m0564V   4956.0   2.90  -0.09    10.0  0.070  0.070   1
m0565V   4901.0   2.98  -0.48   204.4  0.220  0.220   1
m0566V   5080.0   2.93  -0.32   242.6  0.250  0.250   1
m0612V   5133.0   4.26  -0.02   160.4  0.240  0.240   1
m0652V   5058.0   2.86   0.00   237.4  0.070  0.070   1
m0659V   5107.0   4.48   0.01    10.0  0.360  0.360   1
m0662V   5052.0   2.64   0.06    10.0  0.190  0.190   1
m0663V   4953.0   2.42  -0.12    10.0  0.360  0.360   1
m0664V   5028.0   4.50  -0.18   193.2  0.400  0.400   1
m0681V   5025.0   2.83  -0.02   273.4  0.120  0.120   1
m0713V   4841.0   2.64  -0.15   296.6  0.080  0.080   1
m0729V   5009.0   3.25   0.03   210.5  0.090  0.090   1
m0735V   4977.0   2.58  -0.32   262.9  0.160  0.160   1
m0750V   5018.0   4.53  -0.56   293.1  0.550  0.550   1
m0769V   5150.0   2.30   0.64   236.2  0.190  0.190   1
m0772V   4971.0   3.40  -0.13   347.3  0.110  0.110   1
m0792V   4953.0   2.34  -0.03    10.0  0.050  0.050   1
m0805V   5096.0   2.93  -0.11   183.7  0.130  0.130   1
m0839V   4979.0   2.55  -0.12   266.9  0.170  0.170   1
m0846V   5021.0   2.82  -0.03   397.8  0.070  0.070   1
m0870V   4851.0   2.50  -0.53   287.9  0.190  0.190   1
m0936V   4895.2   0.92  -2.35    49.5  0.330  0.330   0
m0947V   4919.0   1.99  -0.84    43.9  0.230  0.230   0
m0952V   4883.0   2.61  -0.84    10.0  0.580  0.580   0
m0962V   4976.0   2.45  -0.84    26.5  0.230  0.230   0
m0965V   5014.0   2.36  -0.84    10.0  0.380  0.380   0
m0983V   4952.0   2.62  -0.13    65.5  0.040  0.040   0
m0984V   4912.0   2.58  -0.13    69.8  0.200  0.200   0
m0125V   5133.0   4.64   0.10    10.0  0.200  0.200   1
m0754V   5136.0   3.66  -0.02   211.4  0.160  0.160   1
m0465V   5082.0   3.36  -0.22   148.9  0.130  0.130   1
m0801V   5081.0   2.93  -0.11   197.2  0.120  0.120   1
m0953V   5075.0   2.40  -0.84    30.2  0.030  0.030   0
m0746V   5132.0   2.83  -0.27   219.9  0.130  0.130   1
m0543V   5017.0   4.55  -1.48   203.2  0.460  0.460   1
m0498V   4900.0   2.60   0.04    10.0 -0.520 -0.520   1
m0703V   5032.0   2.75  -0.11    10.0 -0.030 -0.030   1
m0158V   5086.0   4.96  -0.88    10.0  0.650  0.650   0
m0679V   5092.8   3.37  -0.63   200.8  0.380  0.380   0
m0340V   5070.0   2.41  -0.58   249.2  0.060  0.060   1
m0811V   5023.0   2.63  -0.33   189.6  0.210  0.210   1
m0145V   5133.0   4.52  -0.29    10.0  0.300  0.300   1
m0423V   5057.0   4.64  -1.33   357.5  0.480  0.480   1
m0529V   5180.0   4.44  -0.42   318.9  0.410  0.410   1
m0700V   5297.0   3.77   0.14   187.9  0.120  0.120   1
m0138V   5121.0   4.54  -0.53   214.6  0.340  0.340   1
m0016V   5020.0   2.28  -1.97   177.8  0.270  0.270   1
m0872V   5119.0   2.97   0.04   202.8 -0.010 -0.010   1
m0150V   5230.0   4.58   0.07   176.8  0.190  0.190   1
m0516V   5060.0   2.20  -1.59   166.6  0.540  0.540   1
m0696V   5032.0   2.52  -1.45   171.1  0.360  0.360   1
m1131V   4816.0   2.64   0.10   167.9 -0.150 -0.150   1
m0960V   5123.0   2.41  -0.84    28.6  0.060  0.060   0
m0670V   4949.0   2.38  -0.64   205.6  0.290  0.290   1
m0609V   5262.0   4.52   0.03   287.5  0.220  0.220   1
m0863V   5120.0   2.58  -1.89   270.1  0.440  0.440   1
m0891V   4852.0   1.45   0.11   181.1  0.030  0.030   1
m0365V   4948.0   1.86  -2.74   232.4  0.130  0.130   1
m0439V   5203.0   3.30  -1.14   121.0  0.560  0.560   1
m0900V   5251.0   4.50   0.09   104.4 -0.160 -0.160   1
m0774V   4885.0   3.22   0.18   313.5  0.200  0.200   1
m0360V   4710.0   2.77   0.02   218.6  0.020  0.020   1
m0043V   5262.0   2.53  -1.00    99.0  0.360  0.360   1
m0629V   5161.2   2.37  -0.11   220.2  0.150  0.150   0
m0585V   5266.0   2.47   0.05   221.2  0.170  0.170   1
m0899V   5206.0   4.41   0.20    82.6 -0.050 -0.050   1
m0514V   5006.0   2.50  -0.70   285.4  0.070  0.070   1
m0770V   5478.0   0.40   0.11   258.3 -0.050 -0.050   1
m0743V   5113.0   3.59  -0.15   183.2  0.110  0.110   1
m0602V   5105.0   2.72   0.14   236.9  0.080  0.080   1
m0205V   5386.0   3.00  -1.67   184.8  0.690  0.690   1
m0188V   5226.0   4.52   0.10   463.2  0.100  0.100   1
m0111V   5252.0   3.72  -0.15   217.2  0.140  0.140   1
m0100V   5299.0   4.48   0.07   257.6  0.140  0.140   1
m0370V   5132.0   2.69  -1.71   216.9  0.410  0.410   1
m0797V   5212.0   1.80  -0.13    10.0  0.410  0.410   1
m0127V   5078.0   4.54  -1.01    10.0  0.480  0.480   1
m0153V   5273.0   4.50   0.12   178.3  0.150  0.150   1
m0432V   5211.0   2.43  -1.33   193.7  0.500  0.500   1
m0724V   5298.0   4.52  -0.21   293.8  0.190  0.190   1
m1025V   5284.0   4.43   0.44   223.2 -0.030 -0.030   1
m0322V   5292.0   4.40   0.32   235.4  0.010  0.010   1
m1031V   5336.0   3.94   0.11   206.6  0.120  0.120   1
m1090V   4925.0   3.02  -0.69   220.5 -0.010 -0.010   1
m0587V   5343.0   4.42   0.43   185.9  0.050  0.050   1
m0684V   5287.0   4.54   0.32   167.7  0.000  0.000   1
m1086V   5308.0   4.39   0.09   185.2 -0.030 -0.030   1
m1002V   5254.0   4.50  -0.49   288.1  0.320  0.320   1
m0034V   5127.0   3.59  -0.75   201.9  0.400  0.400   1
m0633V   5063.0   2.31  -2.60   249.9  0.520  0.520   1
m0105V   5102.0   3.66  -0.63   289.1  0.330  0.330   1
m1160V   5331.0   4.50  -0.83   309.6  0.410  0.410   1
m0571V   5280.0   3.27  -0.20   230.6  0.110  0.110   1
m0331V   5341.0   4.56   0.30   156.1  0.070  0.070   1
m0154V   5334.0   4.56  -0.07   197.2  0.200  0.200   1
m1093V   5252.0   2.70  -2.30    10.0  0.560  0.560   1
m0222V   5272.0   3.18  -1.44   202.6  0.210  0.210   1
m0282V   5197.0   4.38  -0.89   225.1  0.440  0.440   1
m0320V   5442.0   4.40  -0.12   228.0  0.230  0.230   1
m1048V   5307.0   4.50  -0.39   240.0 -0.040 -0.040   1
m0361V   5367.0   2.00  -0.03   399.1  0.000  0.000   1
m0402V   5237.0   2.11  -1.11   223.7  0.370  0.370   1
m0524V   5384.0   4.45   0.03   132.3  0.140  0.140   1
m0073V   5336.0   3.94   0.11   330.1 -0.060 -0.060   1
m0293V   5391.0   3.21  -1.82   163.6  0.160  0.160   1
m0026V   5376.0   3.95  -0.61   291.1  0.280  0.280   1
m0500V   5487.0   4.48  -0.10   188.2  0.200  0.200   1
m0393V   5250.0   1.80  -1.10   211.7  0.320  0.320   1
m0598V   5415.0   2.31  -1.14   145.8  0.490  0.490   1
m0285V   5305.0   4.59  -0.69   385.4  0.420  0.420   1
m1125V   5367.6   3.55   0.05   194.9 -0.170 -0.170   0
m0067V   5356.0   4.53  -0.51   296.7  0.160  0.160   1
m0313V   5300.0   1.88   0.05   218.3  0.010  0.010   1
m0133V   5502.0   4.00  -0.58   180.7  0.420  0.420   1
m0416V   5491.0   4.54  -0.05   293.7  0.110  0.110   1
m1105V   5357.0   4.34   0.23   173.3 -0.180 -0.180   1
m0050V   5145.0   2.69  -1.43    10.0  0.110  0.110   1
m1143V   5395.0   4.42   0.30    10.0 -0.210 -0.210   1
m0147V   5549.0   4.41  -0.30   168.6  0.510  0.510   1
m0409V   5286.0   4.27   0.32   155.4 -0.020 -0.020   1
m0172V   5450.0   4.50   0.00   177.7  0.370  0.370   1
m0046V   5342.0   4.53  -0.83    10.0  0.370  0.370   1
m1091V   5235.0   2.53  -0.39   185.8 -0.490 -0.490   1
m0359V   5253.0   2.48  -1.60   224.1  0.410  0.410   1
m0866V   5145.0   4.36  -2.69   202.9  0.680  0.680   1
m1128V   5460.0   4.43   0.13   173.8 -0.030 -0.030   1
m0069V   5358.0   4.48   0.03   239.6  0.070  0.070   1
m0607V   5366.0   2.00  -2.26   107.8  0.590  0.590   1
m1078V   5313.0   4.52  -0.54   224.4  0.140  0.140   1
m1124V   5449.0   4.39   0.08   171.6 -0.090 -0.090   1
m0468V   5552.0   4.41  -0.01   289.2  0.190  0.190   1
m0450V   5440.0   2.54  -1.44   179.2  0.480  0.480   1
m0428V   5548.0   4.40   0.26   211.4 -0.060 -0.060   1
m1134V   5488.0   4.45   0.03   195.7  0.110  0.110   1
m0352V   5270.0   3.45  -0.35   306.1  0.000  0.000   1
m0214V   5391.0   3.34  -2.05   223.6  0.280  0.280   1
m0096V   5599.0   1.51   0.05   204.7  0.070  0.070   1
m0840V   5401.0   2.38  -0.36   256.1 -0.660 -0.660   1
m0119V   5349.0   4.69  -2.07   260.6  0.390  0.390   1
m0263V   5470.0   4.50  -1.24   129.9  0.440  0.440   1
m0144V   5352.0   4.49  -0.74   252.6  0.220  0.220   1
m0467V   5177.0   4.55   0.23   238.7  0.030  0.030   1
m0503V   5652.0   4.10   0.28   129.7  0.000  0.000   1
m1130V   5393.0   4.50  -0.41    10.0 -0.140 -0.140   1
m0415V   5526.0   4.68  -0.40   276.6  0.180  0.180   1
m0474V   5539.0   3.97  -0.06   245.9  0.090  0.090   1
m0646V   5513.0   3.97   0.25   239.1 -0.010 -0.010   1
m0378V   5802.0   4.11   0.02   188.4  0.260  0.260   1
m1042V   5444.0   3.87  -0.45   245.3  0.060  0.060   1
m0395V   5364.0   4.46   0.36   183.6 -0.030 -0.030   1
m0511V   5544.0   4.26   0.51   211.9 -0.070 -0.070   1
m0494V   5511.0   4.41  -0.01   163.8  0.140  0.140   1
m0001V   5411.0   4.45  -0.79    10.0  0.460  0.460   1
m1055V   5558.0   4.44  -0.36   315.6  0.270  0.270   1
m0749V   5563.0   4.32   0.22   207.3  0.080  0.080   1
m0025V   5203.0   4.47   0.14   335.9  0.030  0.030   1
m1193V   5443.0   4.55  -0.74   363.3  0.310  0.310   1
m0562V   5677.0   4.24   0.32   149.9 -0.080 -0.080   1
m0137V   5395.0   2.08  -1.32   242.8  0.400  0.400   1
m0072V   5545.0   4.55  -0.52   231.9 -0.120 -0.120   1
m0903V   5320.0   4.51   0.13   333.9 -0.010 -0.010   1
m0676V   5475.0   1.00   0.01   248.9  0.070  0.070   1
m1202V   5522.0   3.87  -0.73   343.0  0.350  0.350   1
m0297V   5423.0   4.50  -0.03   187.6  0.130  0.130   1
m1077V   5590.0   4.37   0.23   170.3 -0.100 -0.100   1
m1181V   5544.0   4.37   0.21   202.7 -0.210 -0.210   1
m1140V   5576.0   4.38  -0.08   210.0  0.080  0.080   1
m0515V   5650.0   4.17   0.18   192.4  0.070  0.070   1
m0202V   5488.0   4.47  -0.99   309.8  0.460  0.460   1
m1176V   5590.0   4.39   0.28   248.2 -0.200 -0.200   1
m0721V   5593.0   4.19   0.38   259.9 -0.130 -0.130   1
m0280V   5420.0   4.57  -1.71   238.2  0.460  0.460   1
m1089V   5561.0   4.33   0.26   170.4 -0.030 -0.030   1
m0335V   5737.0   4.32  -0.44   160.1  0.380  0.380   1
m1001V   5544.0   4.49  -0.55   262.4  0.220  0.220   1
m1100V   5500.0   4.36  -0.61    10.0 -0.580 -0.580   1
m0082V   5494.0   4.21  -0.61   181.8  0.280  0.280   1
m1196V   5607.0   4.36  -0.50   314.2  0.300  0.300   1
m1187V   5669.0   4.18  -0.11   245.8  0.090  0.090   1
m0353V   5518.0   4.44   0.34   389.9 -0.040 -0.040   1
m0375V   5680.0   4.40  -0.62   212.4  0.330  0.330   1
m0462V   5514.0   4.31  -0.52   174.8  0.440  0.440   1
m0327V   5570.0   4.43  -1.89   101.0  0.570  0.570   1
m0855V   5621.0   4.34   0.35   230.8 -0.040 -0.040   1
m0938V   5700.0   1.50   0.09   232.8  0.130  0.130   1
m1057V   5551.0   4.46  -0.38   297.0 -0.260 -0.260   1
m0768V   5642.0   3.73   0.00   379.4 -0.060 -0.060   1
m1019V   5684.0   4.53  -0.21   289.1  0.130  0.130   1
m0742V   5466.0   4.57  -1.57   152.7  0.310  0.310   1
m1099V   5587.0   4.39   0.22   168.7 -0.140 -0.140   1
m1032V   5620.0   4.01  -0.32   259.9 -0.020 -0.020   1
m1028V   5784.0   4.37  -0.19   275.0  0.120  0.120   1
m0192V   5692.0   4.07  -0.32   355.1  0.120  0.120   1
m1047V   5835.0   4.29   0.30   189.7  0.010  0.010   1
m1011V   5757.0   4.40  -0.38   315.6  0.190  0.190   1
m0113V   5709.0   4.51   0.04   217.9  0.020  0.020   1
m0513V   5580.0   4.59  -1.08   202.9  0.440  0.440   1
m0544V   5740.0   4.30   0.28   196.3  0.070  0.070   1
m0507V   5676.0   4.41  -0.38   336.6  0.140  0.140   1
m1175V   5911.0   4.27   0.25   214.7 -0.060 -0.060   1
m1112V   5705.0   4.36  -0.31   221.4 -0.090 -0.090   1
m0734V   5748.0   4.36   0.07   318.4  0.090  0.090   1
m0387V   5763.0   4.38  -0.31   146.7  0.150  0.150   1
m0744V   5711.8   0.14   0.02   286.1  0.380  0.380   0
m0886V   5714.0   4.19  -0.42   285.1  0.370  0.370   1
m0379V   5676.0   3.93  -0.01    10.0  0.040  0.040   1
m0627V   5704.0   4.33  -0.39   496.9  0.280  0.280   1
m0798V   5761.0   4.02  -0.68   213.1  0.140  0.140   1
m0292V   5792.0   3.98   0.12   208.1  0.050  0.050   1
m0799V   5809.0   3.99  -0.35    10.0  0.450  0.450   1
m0848V   5686.0   3.18  -0.30    10.0  0.060  0.060   1
m0854V   5772.0   4.31   0.18   305.6  0.040  0.040   1
m1170V   5832.0   4.55  -0.24   314.1 -0.160 -0.160   1
m1037V   5667.0   4.34  -0.28   249.1  0.050  0.050   1
m1026V   5652.0   4.32  -0.40   342.5  0.270  0.270   1
m0747V   5673.0   3.78  -1.09   240.7  0.330  0.330   1
m0112V   5728.0   4.47  -0.22   214.1  0.060  0.060   1
m1092V   5723.0   4.38  -0.81    10.0  0.100  0.100   1
m0534V   5666.0   3.80  -1.51   202.4  0.490  0.490   1
m0419V   5592.0   4.62  -1.37   187.4  0.400  0.400   1
m1017V   5747.0   4.12  -0.16   311.1  0.170  0.170   1
m1073V   5719.0   4.33   0.26   138.1 -0.330 -0.330   1
m0198V   5822.0   4.24   0.17   197.6  0.130  0.130   1
m1013V   5832.0   3.83  -0.06   330.3  0.020  0.020   1
m1171V   5805.0   4.30  -0.27   290.2  0.140  0.140   1
m0296V   5766.0   4.17  -0.58   235.8  0.330  0.330   1
m0741V   5457.0   1.84  -0.69   246.3 -0.870 -0.870   1
m0733V   5791.0   4.29   0.08   193.0  0.070  0.070   1
m0249V   5758.0   4.49  -0.54   181.2  0.150  0.150   1
m1023V   5916.0   3.60  -0.07   253.8 -0.030 -0.030   1
m0861V   5640.0   3.62   0.27   215.9 -0.010 -0.010   1
m1147V   5849.0   4.42  -0.23   296.8  0.050  0.050   1
m1039V   5733.0   4.32  -0.14   264.2 -0.440 -0.440   1
m1157V   5715.0   4.10  -0.12   256.6 -0.090 -0.090   1
m0240V   5569.0   1.79   0.17   229.7 -0.050 -0.050   1
m0003V   5610.0   3.76  -0.48    10.0  0.160  0.160   1
m1108V   5775.6   2.52   0.19   161.9  0.050  0.050   0
m0081V   5689.0   4.42  -0.90   304.3  0.230  0.230   1
m0902V   5788.0   4.44   0.17   229.0  0.010  0.010   1
m1162V   5757.0   4.24  -0.64   355.2  0.390  0.390   1
m0323V   5780.0   4.49   0.10   158.5  0.110  0.110   1
m0791V   5642.0   4.04  -0.81   230.7  0.460  0.460   1
m0628V   5798.0   4.08  -0.55   202.7  0.110  0.110   1
m1027V   5743.0   4.21  -0.40   275.5 -0.180 -0.180   1
m1144V   5742.0   4.31  -0.69   269.7  0.130  0.130   1
m1189V   5721.0   4.32  -0.50   293.0 -0.310 -0.310   1
m0454V   5753.0   3.84  -1.02   151.7  0.280  0.280   1
m1150V   5846.0   4.33   0.26   183.4  0.010  0.010   1
m0008V   5586.0   3.82  -0.65    10.0  0.200  0.200   1
m0290V   5731.0   4.36  -0.58    10.0  0.210  0.210   1
m1014V   5817.0   3.87  -0.21   316.9 -0.160 -0.160   1
m1123V   5706.0   4.14  -0.52   236.3  0.000  0.000   1
m0013V   5737.0   4.36   0.19   337.2  0.040  0.040   1
m0726V   5751.0   4.07  -0.57   327.9  0.120  0.120   1
m0579V   5812.0   4.25  -0.22   218.6  0.060  0.060   1
m1204V   5902.0   4.32  -0.32   282.2  0.170  0.170   1
m0077V   5691.0   4.34  -0.91   206.1  0.170  0.170   1
m0028V   5821.0   4.03  -0.22   203.4 -0.020 -0.020   1
m0084V   5865.0   4.03  -0.07   133.7 -0.140 -0.140   1
m0163V   5951.0   4.35  -1.57   167.4  0.200  0.200   1
m0396V   5880.0   4.30   0.02   201.3 -0.030 -0.030   1
m0637V   5803.0   3.84  -0.30    10.0 -0.010 -0.010   1
m1096V   5990.0   4.26   0.15   150.0 -0.220 -0.220   1
m1021V   5874.0   4.40  -0.28   317.7  0.100  0.100   1
m0061V   5860.0   4.05   0.19   200.2 -0.090 -0.090   1
m0408V   5924.0   4.53  -0.39   154.9  0.110  0.110   1
m0162V   5794.0   4.29  -0.46   176.7  0.140  0.140   1
m0312V   5723.0   4.09  -0.62   338.1  0.200  0.200   1
m1110V   5685.0   4.47  -0.79   287.9 -0.280 -0.280   1
m1097V   5742.0   4.39   0.05   205.2 -0.150 -0.150   1
m0224V   5804.0   4.28  -0.67   187.8  0.050  0.050   1
m0636V   5727.0   4.31  -0.78   275.9  0.150  0.150   1
m0658V   5863.0   1.22   0.06    99.0  0.000  0.000   0
m0076V   5881.0   4.22   0.09   206.4 -0.070 -0.070   1
m0573V   5820.0   4.06  -0.47   216.9  0.050  0.050   1
m0329V   5865.0   4.05  -2.01   236.8  0.160  0.160   1
m1135V   5816.0   4.44  -0.40   246.3 -0.070 -0.070   1
m0449V   5889.0   4.38  -0.53   193.8  0.130  0.130   1
m1035V   5777.0   4.31  -0.51   341.0  0.090  0.090   1
m0639V   5784.0   4.27  -0.54   265.1  0.140  0.140   1
m1081V   5737.0   4.46  -0.55   259.4 -0.040 -0.040   1
m1043V   5922.0   4.01  -0.63   340.9  0.170  0.170   1
m0757V   5761.0   3.83  -1.45   283.6  0.290  0.290   1
m0687V   5885.7   1.81  -0.13   229.7 -0.200 -0.200   0
m0521V   5735.0   3.00  -0.92   122.0 -0.050 -0.050   1
m0093V   5746.0   3.96  -0.66    10.0  0.320  0.320   1
m1012V   5915.0   4.41  -0.25   331.1  0.120  0.120   1
m0261V   5900.0   1.83  -0.49   214.4  0.160  0.160   0
m0541V   5844.0   3.99  -0.82    10.0  0.110  0.110   1
m0123V   5855.0   4.32  -0.84   156.4  0.190  0.190   1
m0584V   5872.0   4.26   0.30   229.0 -0.020 -0.020   1
m1051V   5890.0   4.11   0.22   206.7 -0.270 -0.270   1
m0294V   5914.0   3.98  -0.53   284.9  0.090  0.090   1
m1154V   5877.0   3.94  -0.38   287.4 -0.180 -0.180   1
m0389V   5911.0   4.28  -0.46   187.0  0.070  0.070   1
m0066V   5877.0   4.33   0.02    10.0 -0.040 -0.040   1
m1122V   5828.0   4.16   0.17   184.7 -0.040 -0.040   1
m1153V   5917.0   4.09  -0.80   412.1  0.220  0.220   1
m0176V   5854.0   4.24   0.06   286.4 -0.040 -0.040   1
m0248V   5902.0   4.32  -0.32   268.4  0.090  0.090   1
m0362V   5893.0   4.12   0.10   271.9 -0.040 -0.040   1
m0568V   5713.0   3.56  -2.48   313.7  0.060  0.060   1
m1186V   5950.0   4.31  -0.39   357.8  0.100  0.100   1
m0896V   6178.0   1.30  -0.11    10.0 -0.110 -0.110   1
m0325V   5871.0   4.11  -0.88   191.9  0.240  0.240   1
m1116V   5904.0   4.45   0.12   203.4 -0.120 -0.120   1
m1106V   5744.0   4.40  -0.53   120.7 -0.520 -0.520   1
m0247V   5895.0   4.38   0.28   170.8 -0.080 -0.080   1
m1008V   5689.0   4.42  -0.90   437.5  0.320  0.320   1
m1071V   5787.0   3.89  -0.34   240.0 -0.100 -0.100   1
m0108V   5952.0   4.22   0.09   228.4  0.000  0.000   1
m0374V   5958.0   4.14  -0.39   153.2  0.000  0.000   1
m0599V   5875.0   4.14  -0.74   253.4  0.130  0.130   1
m1088V   5847.0   4.38  -0.61   268.4 -0.040 -0.040   1
m0121V   5952.7   3.63   0.01   242.3 -0.100 -0.100   0
m0218V   5971.0   4.34  -0.27   205.3  0.080  0.080   1
m0622V   5898.0   4.19  -0.63   221.8  0.100  0.100   1
m1177V   5968.0   4.07  -0.63   344.3 -0.020 -0.020   1
m0326V   5769.0   4.60   0.16   202.6 -0.090 -0.090   1
m0306V   5893.0   4.53  -0.07   333.8  0.030  0.030   1
m0257V   5934.0   4.37  -0.91   217.4  0.190  0.190   1
m1195V   5947.0   3.84  -0.24   283.8 -0.280 -0.280   1
m0928V   5974.0   2.44  -1.11    17.1  0.520  0.520   0
m1120V   5869.0   4.11  -0.63   287.7  0.080  0.080   1
m1127V   5801.0   4.11   0.31   202.2 -0.230 -0.230   1
m0793V   5980.0   3.24   0.09    10.0  0.090  0.090   1
m0752V   6159.0   3.68  -0.74   163.1 -0.020 -0.020   1
m1084V   5732.0   4.39   0.29   176.6 -0.230 -0.230   1
m0094V   5900.0   4.41  -0.83    10.0  0.110  0.110   1
m0226V   6000.0   0.40  -1.64   183.2 -0.270 -0.270   1
m0739V   6000.0   1.00   0.28   195.4 -0.320 -0.320   1
m1085V   5836.0   4.30   0.09   195.9 -0.160 -0.160   1
m1132V   5797.0   3.77   0.22   176.5 -0.250 -0.250   1
m0699V   5879.0   4.35  -0.45   228.8  0.050  0.050   1
m1133V   6050.0   3.78   0.02   207.3 -0.190 -0.190   1
m0570V   5898.0   4.18  -0.01   245.6 -0.040 -0.040   1
m0556V   5993.0   4.03   0.33   251.8 -0.150 -0.150   1
m1104V   6004.8   3.97   0.11   218.7 -0.230 -0.230   0
m0783V   5827.0   3.98  -0.63    10.0  0.030  0.030   1
m0390V   6091.0   4.14  -0.26   185.0  0.050  0.050   1
m1180V   5990.0   4.25  -0.27   345.4  0.030  0.030   1
m0790V   5888.0   4.32  -1.02   299.4  0.130  0.130   1
m1107V   6018.7   4.32   0.62   176.5 -0.050 -0.050   0
m1009V   5592.0   4.62  -1.37    10.0  0.090  0.090   1
m0434V   6010.0   4.35  -1.33   145.8  0.350  0.350   1
m1062V   5571.0   4.23   0.26   168.2 -0.030 -0.030   1
m0231V   5988.0   4.17  -0.69   273.4  0.260  0.260   1
m1194V   6077.0   4.44  -0.43   357.9 -0.090 -0.090   1
m1094V   5984.0   4.02  -0.58   261.0  0.060  0.060   1
m1191V   5925.0   4.29  -0.67   395.4  0.080  0.080   1
m0274V   5895.0   4.13  -0.68   307.4  0.050  0.050   1
m1101V   5925.0   4.46  -0.64   230.2 -0.010 -0.010   1
m0466V   6041.0   4.27   0.15   211.8  0.010  0.010   1
m0777V   5793.0   3.96  -1.56   220.2  0.290  0.290   1
m0101V   6003.0   4.38  -0.52   205.1  0.110  0.110   1
m0821V   6003.0   4.35  -0.73   174.2  0.030  0.030   1
m1159V   6026.0   4.28  -0.25   344.7  0.060  0.060   1
m1095V   5786.0   4.32   0.26   180.8 -0.110 -0.110   1
m0661V   5943.0   4.06  -0.61    10.0  0.120  0.120   1
m1161V   6015.0   3.95  -0.34   305.3 -0.100 -0.100   1
m0762V   5980.0   4.27  -1.09   252.4  0.120  0.120   1
m0383V   5950.0   4.39  -0.45    10.0  0.030  0.030   1
m0901V   6002.0   4.43   0.10   346.6 -0.070 -0.070   1
m1113V   5995.0   4.03  -0.49   269.2 -0.120 -0.120   1
m0765V   6016.0   3.90  -0.60   262.5 -0.040 -0.040   1
m0463V   5996.0   4.42   0.06    10.0 -0.060 -0.060   1
m0259V   5939.0   4.00  -0.74   286.1  0.030  0.030   1
m0550V   6105.0   3.88  -0.02   254.3  0.050  0.050   1
m1034V   6030.0   3.89  -0.08   302.4 -0.140 -0.140   1
m0232V   6066.0   4.38   0.11   240.7  0.150  0.150   1
m1020V   6008.0   4.02  -0.13   330.5 -0.040 -0.040   1
m0180V   6131.0   4.29   0.01   188.5  0.070  0.070   1
m0284V   5754.0   1.95   0.27   202.5 -0.210 -0.210   1
m0394V   5967.0   4.19  -1.45   229.0  0.400  0.400   1
m0869V   5916.0   4.00  -1.41   265.1  0.130  0.130   1
m1056V   5994.0   4.27  -0.17   327.7  0.090  0.090   1
m0377V   6144.0   3.89   0.16   161.9 -0.050 -0.050   1
m0106V   5963.0   4.38  -1.96   191.5  0.600  0.600   1
m0913V   5944.0   4.30   0.17    10.0  0.060  0.060   1
m0488V   6054.0   3.81   0.25    10.0 -0.250 -0.250   1
m1169V   5909.0   4.10  -1.01   550.8  0.100  0.100   1
m1200V   6075.0   4.41  -0.24    10.0 -0.860 -0.860   1
m1141V   6089.0   4.18  -0.50   361.1  0.070  0.070   1
m1126V   5904.0   4.02  -0.09   218.1 -0.080 -0.080   1
m1129V   5985.0   3.77   0.04   263.6 -0.310 -0.310   1
m0422V   6123.0   4.13   0.13   206.6 -0.070 -0.070   1
m1065V   6114.0   4.32   0.22   200.8 -0.150 -0.150   1
m0272V   6144.0   4.05  -1.25   145.3  0.230  0.230   1
m0611V   6111.0   3.96  -0.60   191.4  0.050  0.050   1
m0350V   6092.0   3.20  -1.29   208.7  0.300  0.300   1
m1075V   6103.0   4.32   0.13   219.1 -0.370 -0.370   1
m1197V   6027.0   4.05  -0.29   301.0  0.010  0.010   1
m0022V   6037.0   4.08  -1.19   401.0  0.160  0.160   1
m0787V   6204.0   1.77   0.06   254.4 -0.020 -0.020   1
m0868V   6084.0   4.19   0.03   332.9 -0.040 -0.040   1
m0090V   6147.0   3.95  -0.49   279.8  0.030  0.030   1
m0438V   6278.0   4.07   0.21   289.9 -0.050 -0.050   1
m1149V   6112.0   3.84  -0.41   286.5 -0.140 -0.140   1
m0545V   6144.0   4.02  -0.02   259.7 -0.090 -0.090   1
m0673V   6136.0   4.24  -0.17    10.0  0.030  0.030   1
m0766V   6147.0   4.13  -0.11   223.3 -0.020 -0.020   1
m0134V   6072.0   4.18  -0.37   224.1 -0.010 -0.010   1
m0806V   6183.0   4.01   0.26    10.0 -0.220 -0.220   0
m0298V   6038.0   4.28  -1.61   183.2  0.460  0.460   1
