m0295V   4097.0   1.69  -0.20   329.1  0.060  0.060   1
m0373V   4097.0   4.64   0.21   185.6  0.000  0.000   1
m0580V   4250.0   3.50   0.10   114.4 -0.010 -0.010   1
m0557V   4026.0   1.57  -0.43   261.5  0.200  0.200   1
m0930V   4113.0   0.87  -1.11    67.0  0.290  0.290   0
m0165V   4128.0   1.37  -0.22   214.0  0.170  0.170   1
m0978V   4115.0   1.48  -0.13   147.6  0.030  0.030   0
m0347V   4170.0   1.54  -0.05    10.0  0.070  0.070   1
m0356V   4154.0   1.58  -0.36   219.8  0.200  0.200   1
m0850V   4070.0   1.78  -0.11   310.4  0.020  0.020   0
m0976V   4074.0   1.10  -0.13   194.8  0.090  0.090   0
m0059V   4073.0   1.42  -0.40   255.8  0.200  0.200   1
m0549V   4219.0   1.98  -0.02   228.2 -0.080 -0.080   1
m0624V   4139.0   1.79  -0.09   300.9  0.060  0.060   1
m0002V   4092.0   0.87   0.02   391.2  0.050  0.050   1
m0233V   4140.0   1.86  -0.03   255.2  0.060  0.060   1
m0682V   4250.0   1.87  -0.07   258.9  0.200  0.200   1
m0528V   4190.0   2.18   0.04   161.1  0.030  0.030   1
m0977V   4243.0   1.56  -0.13   137.8  0.040  0.040   0
m0969V   4247.0   1.45  -0.84    66.9  0.260  0.260   0
m0919V   4255.0   1.84  -0.09   122.9  0.160  0.160   0
m0956V   4275.0   1.59  -0.84    42.0  0.200  0.200   0
m0973V   4273.0   1.39  -0.13   161.4  0.010  0.010   0
m0968V   4271.0   0.90   0.20    77.6  0.380  0.380   1
m0951V   4404.0   1.84  -0.84    44.7  0.010  0.010   0
m0958V   4364.0   1.53  -0.84    44.8  0.310  0.310   0
m0814V   4253.0   1.08  -0.01   304.8  0.030  0.030   1
m0954V   4465.0   1.55  -0.84    54.1  0.290  0.290   0
m0975V   4345.0   2.20   0.15    78.2  0.100  0.100   1
m0972V   4527.0   2.14  -0.13    99.6  0.220  0.220   0
m0979V   4544.0   2.06  -0.13   108.5  0.120  0.120   0
m0982V   4544.0   2.34  -0.13    83.9  0.200  0.200   0
m0980V   4561.0   2.24  -0.13    99.3  0.200  0.200   0
