X0137V  4498.0   3.10    0.17   4666    2.89    0.34 HD37763             
X0190V  4098.0   1.19   -0.01      0    0.00    0.00 HD65354             
X0202V  3945.0   1.53   -0.52      0    0.00    0.00 HD74088             
X0218V  4354.0   2.08   -0.24   4341    2.01   -0.26 HD93813             
X0043V  3836.0   0.24    0.13      0    0.00    0.00 CDm603621           
X0044V  3900.0   0.55    0.10      0    0.00    0.00 CDm603636           
X0245V  4066.0   2.30    0.14      0    0.00    0.00 HD114960            
X0288V  4928.0   2.61    0.00      0    0.00    0.00 HD162652            
X0026V  6186.0   4.15   -1.48   6030    3.98   -1.62 BDp174708           
X0714V  3585.0   4.78   -0.23      0    0.00    0.00 LTT2544             
X0710V  3447.0   4.84   -0.39      0    0.00    0.00 HD50281B            
X0700V  3468.0   4.84   -0.50      0    0.00    0.00 _18PupB             
X0711V  3336.0   4.87   -0.31      0    0.00    0.00 L442m13             
X0704V  3420.0   4.85   -0.46      0    0.00    0.00 G272m119            
X0715V  3018.0   4.93   -0.14      0    0.00    0.00 _omi02EriC          
X0705V  3346.0   4.87   -0.65      0    0.00    0.00 G83m29              
X0712V  3012.0   4.99   -0.14      0    0.00    0.00 LP659m4             
X0701V  3191.0   4.88   -0.40      0    0.00    0.00 G102m4              
X0708V  3428.0   4.86   -0.30      0    0.00    0.00 HD38529B            
X0702V  3262.0   4.89   -0.53      0    0.00    0.00 G106m36             
X0709V  3457.0   4.82   -0.28      0    0.00    0.00 HD46375B            
X0706V  3275.0   4.87   -0.38      0    0.00    0.00 GJ768.1B            
X0703V  3145.0   4.91   -0.04      0    0.00    0.00 G143m35             
X0713V  3255.0   4.87   -0.41      0    0.00    0.00 LP703m44            
